33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00PFO007,5,LTS,ZOBERAMINOL RADICULAR (5 LTS),3550,17750,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00FFA006,2,SAC,UREA GRANULADA (50 KG),12047,24094,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00FFA130,3,SAC,SULF POTASIO SOLUB.ANAGRA,12718,38154,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00FFA135,2,SAC,SULF MAGN.HEPTAHI.ANAGRA,3957,7914,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00PFO009,2,BDN,ACIDO FOSFORICO (BIDON 35 KILOS),29987,59974,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00FFA045,20,LTS,NITRO SLOW (ENV 20 LT) LT,5030,100600,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00PFO036,10,LTS,FRUTALIV  (5 LTS),8507,85070,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00PFO211,10,LTS,NUTRAFEED TOP POTASIO ( 5 LT),4068,40680,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00PFO319,5,LTS,SELECTO (1 LT),26632,133160,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00PIS031,1,CAJ,KLERAT PELLET (500 Grs.),7697.47,7697.47,       ,COBRANZA DE OFICINA
33,691,05/09/2016,FACTURAS CREDITO 120 DIAS,77233320-K,SOC. AGRICOLA LOS ABUELOS LTDA.,AGRICOLA,FUNDO LA HORMIGA CASILLA 53,SAN CLEMENTE,SAN CLEMENTE,      ,562433.47,106862.36,669295.83,00PFO248,20,LTS,SUPER SOIL (ENV. 20 LT),2367,47340,       ,COBRANZA DE OFICINA
